listing_id,source_listing_id,data_source,brand,category,material,size,condition,condition_token,age_months,age_bin_token,older_listing_flag,listing_lifecycle_action,age_policy_override_applied,original_price,provider_price,tier_primary,deviation_M,condition_penalty,age_penalty,deviation_penalty,total_penalty,final_quality_score_0_100,final_listing_decision,decision_label,effective_listing_decision,effective_decision_label,final_reviewer_note
L1330,L0244,synthetic,Nike,Activewear,Polyester,XS,Used,3,8,3,0,active_current_cycle,0,10163,784,Tier 4,30.6667,18,8,20,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -20
L1331,L0077,synthetic,AND,Dress,Cotton,S,Like New,2,3,1,0,active_current_cycle,0,5412,283,Tier 4,37.1111,8,0,30,38,62,Review,1,Review,1,Condition penalty -8; Price deviation penalty -30
L1333,L0293,synthetic,GAP,Jeans,Denim,L,Like New,2,12,4,1,needs_reapproval_or_removal,0,8458,531,Tier 4,0.0,8,12,0,20,80,Review,1,Review,1,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal
L1334,L0044,synthetic,Aurelia,Kurta,Cotton,S,Used,3,10,4,1,needs_reapproval_or_removal,0,1178,102,Tier 1,155.0,18,12,45,75,25,Reject,2,Reject,2,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L1335,L0258,synthetic,Anamika Khanna,Lehenga,Silk,L,Used,3,15,4,1,needs_reapproval_or_removal,0,24142,1637,Tier 5,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal
L1342,L0209,synthetic,Libas,Dress,Linen,S,Used,3,14,4,1,needs_reapproval_or_removal,0,2764,362,Tier 3,178.4615,18,16,45,79,21,Reject,2,Reject,2,Condition penalty -18; Age penalty -16; Price deviation penalty -45; Older listing: needs reapproval/removal
L1345,L0140,synthetic,Prada,Dress,Silk,S,Like New,2,10,4,1,needs_reapproval_or_removal,0,98881,28960,Tier 5,163.2727,8,12,45,65,35,Reject,2,Reject,2,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L1349,L0236,synthetic,Masaba,Dress,Cotton,S,Used,3,7,3,0,active_current_cycle,0,8703,3134,Tier 4,469.8182,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45
L1351,L0333,synthetic,Libas,Kurta,Cotton,S,Used,3,12,4,1,needs_reapproval_or_removal,0,3424,94,Tier 3,21.6667,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal
L1352,L0193,synthetic,Anita Dongre,Saree,Silk,S,Like New,2,4,2,0,active_current_cycle,0,65240,11748,Tier 5,38.2118,8,4,30,42,58,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -30
L1355,L0253,synthetic,Raw Mango,Saree,Silk,XS,New,1,1,1,0,active_current_cycle,0,20624,1655,Tier 5,36.3462,0,0,30,30,70,Review,1,Review,1,Price deviation penalty -30
L1358,L0348,synthetic,Sabyasachi,Saree,Silk,L,Used,3,5,2,0,active_current_cycle,0,29285,3362,Tier 5,12.0667,18,4,12,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -12
L1359,L0219,synthetic,Global Desi,Dress,Linen,S,Used,3,14,4,1,needs_reapproval_or_removal,0,5894,419,Tier 4,19.7143,18,16,12,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -16; Price deviation penalty -12; Older listing: needs reapproval/removal
L1363,L0321,synthetic,Raw Mango,Saree,Silk,L,New,1,1,1,0,active_current_cycle,0,23062,5015,Tier 5,35.5405,0,0,30,30,70,Review,1,Review,1,Price deviation penalty -30
L1365,L0038,synthetic,Armani,Jacket,Leather,S,Used,3,13,4,1,needs_reapproval_or_removal,0,41178,2055,Tier 5,14.375,18,16,12,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -16; Price deviation penalty -12; Older listing: needs reapproval/removal
L1367,L0029,synthetic,Zara,Jacket,Denim,M,Used,3,11,4,1,needs_reapproval_or_removal,0,4427,167,Tier 3,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal
L1368,L0151,synthetic,Style Bazaar,Shirt,Cotton,XL,Used,3,5,2,0,active_current_cycle,0,502,181,Tier 1,805.0,18,4,45,67,33,Reject,2,Reject,2,Condition penalty -18; Age penalty -4; Price deviation penalty -45
L1369,L0320,synthetic,Diesel,Jeans,Denim,S,Used,3,12,4,1,needs_reapproval_or_removal,0,11449,392,Tier 4,21.6,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal
L1371,L0366,synthetic,Fabindia,Kurta,Linen,M,Used,3,9,3,0,active_current_cycle,0,10118,617,Tier 4,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8
L1378,L0290,synthetic,Mufti,Shirt,Cotton,XS,Used,3,10,4,1,needs_reapproval_or_removal,0,4804,141,Tier 3,25.7895,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal
L1384,L0157,synthetic,Manyavar,Ethnic Wear,Silk,XL,Like New,2,2,1,0,active_current_cycle,0,5820,2096,Tier 4,222.4615,8,0,45,53,47,Reject,2,Reject,2,Condition penalty -8; Price deviation penalty -45
L1388,L0261,synthetic,Prada,Dress,Silk,XL,Used,3,8,3,0,active_current_cycle,0,29480,10613,Tier 5,324.52,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45
L1390,L0365,synthetic,Mufti,Shirt,Cotton,S,Used,3,13,4,1,needs_reapproval_or_removal,0,6373,455,Tier 4,30.0,18,16,20,54,46,Review,1,Review,1,Condition penalty -18; Age penalty -16; Price deviation penalty -20; Older listing: needs reapproval/removal
L1394,L0240,synthetic,Marks & Spencer,Dress,Cotton,S,Used,3,8,3,0,active_current_cycle,0,8208,340,Tier 4,24.4444,18,8,20,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -20
L1398,L0367,synthetic,Zara,Dress,Linen,S,New,1,2,1,0,active_current_cycle,0,9609,3460,Tier 4,214.5455,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45
L1399,L0207,synthetic,Soch,Ethnic Wear,Silk,XS,Used,3,8,3,0,active_current_cycle,0,3249,96,Tier 3,36.0,18,8,30,56,44,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -30
L1400,L0117,synthetic,Anita Dongre,Lehenga,Silk,S,Used,3,13,4,1,needs_reapproval_or_removal,0,18390,1983,Tier 5,32.2,18,16,20,54,46,Review,1,Review,1,Condition penalty -18; Age penalty -16; Price deviation penalty -20; Older listing: needs reapproval/removal
L1401,L0237,synthetic,House of Masaba,Dress,Linen,M,New,1,3,1,0,active_current_cycle,0,9307,3351,Tier 4,204.6364,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45
L1402,L0108,synthetic,Armani,Jacket,Leather,S,Used,3,15,4,1,needs_reapproval_or_removal,0,44603,2145,Tier 5,20.5556,18,16,20,54,46,Review,1,Review,1,Condition penalty -18; Age penalty -16; Price deviation penalty -20; Older listing: needs reapproval/removal
L1405,L0079,synthetic,American Eagle,Jeans,Denim,S,Used,3,10,4,1,needs_reapproval_or_removal,0,8863,697,Tier 4,39.4,18,12,30,60,40,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -30; Older listing: needs reapproval/removal
L1412,L0159,synthetic,Tommy Hilfiger,Shirt,Cotton,L,Used,3,8,3,0,active_current_cycle,0,6023,309,Tier 4,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8
L1413,L0229,synthetic,Jaypore,Saree,Silk,S,Used,3,13,4,1,needs_reapproval_or_removal,0,8520,472,Tier 4,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal
L1426,L0349,synthetic,Gucci,Jacket,Leather,M,Like New,2,4,2,0,active_current_cycle,0,28995,10439,Tier 5,189.9722,8,4,45,57,43,Reject,2,Reject,2,Condition penalty -8; Age penalty -4; Price deviation penalty -45
L1428,L0320,synthetic,Diesel,Jeans,Denim,S,Used,3,13,4,1,needs_reapproval_or_removal,0,11449,544,Tier 4,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal
L1430,L0049,synthetic,Label Ritu Kumar,Ethnic Wear,Silk,S,Used,3,6,2,0,active_current_cycle,0,15414,5550,Tier 5,246.875,18,4,45,67,33,Reject,2,Reject,2,Condition penalty -18; Age penalty -4; Price deviation penalty -45
L1431,L0171,synthetic,Pantaloons,Jeans,Denim,L,Like New,2,13,4,1,needs_reapproval_or_removal,0,1054,84,Tier 1,110.0,8,16,45,69,31,Reject,2,Reject,2,Condition penalty -8; Age penalty -16; Price deviation penalty -45; Older listing: needs reapproval/removal
L1433,L0316,synthetic,Fabindia,Kurta,Linen,S,Like New,2,7,3,0,active_current_cycle,0,8850,3186,Tier 4,355.1429,8,8,45,61,39,Reject,2,Reject,2,Condition penalty -8; Age penalty -8; Price deviation penalty -45
L1442,L0086,synthetic,Flying Machine,Jeans,Denim,L,Used,3,10,4,1,needs_reapproval_or_removal,0,3542,1276,Tier 3,650.5882,18,12,45,75,25,Reject,2,Reject,2,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L1446,L0003,synthetic,Nike,Activewear,Polyester,L,Used,3,4,2,0,active_current_cycle,0,3923,277,Tier 3,38.5,18,4,30,52,48,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -30
L1447,L0192,synthetic,Tarun Tahiliani,Saree,Silk,S,Used,3,6,2,0,active_current_cycle,0,72718,3492,Tier 5,39.7931,18,4,30,52,48,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -30
L1448,L0064,synthetic,Versace,Dress,Silk,M,Like New,2,7,3,0,active_current_cycle,0,119460,43006,Tier 5,223.3534,8,8,45,61,39,Reject,2,Reject,2,Condition penalty -8; Age penalty -8; Price deviation penalty -45
L1449,L0370,synthetic,Calvin Klein,Jacket,Leather,L,Like New,2,6,2,0,active_current_cycle,0,13857,1931,Tier 4,37.9286,8,4,30,42,58,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -30
L1455,L0373,synthetic,Tarun Tahiliani,Lehenga,Silk,L,Used,3,15,4,1,needs_reapproval_or_removal,0,31765,4925,Tier 5,97.0,18,16,45,79,21,Reject,2,Reject,2,Condition penalty -18; Age penalty -16; Price deviation penalty -45; Older listing: needs reapproval/removal
L1466,L0014,synthetic,Fabindia,Kurta,Silk,M,Used,3,11,4,1,needs_reapproval_or_removal,0,3547,356,Tier 3,122.5,18,12,45,75,25,Reject,2,Reject,2,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L1467,L0352,synthetic,Vishal Mega Mart,Top,Polyester,S,Used,3,11,4,1,needs_reapproval_or_removal,0,1622,56,Tier 2,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal
L1473,L0197,synthetic,Rohit Bal,Ethnic Wear,Silk,L,Used,3,4,2,0,active_current_cycle,0,52989,19077,Tier 5,253.2778,18,4,45,67,33,Reject,2,Reject,2,Condition penalty -18; Age penalty -4; Price deviation penalty -45
L1474,L0341,synthetic,Fabindia,Kurta,Linen,M,Used,3,4,2,0,active_current_cycle,0,8609,1191,Tier 4,98.5,18,4,45,67,33,Reject,2,Reject,2,Condition penalty -18; Age penalty -4; Price deviation penalty -45
L1475,L0295,synthetic,Tommy Hilfiger,Shirt,Cotton,L,Like New,2,8,3,0,active_current_cycle,0,9240,3327,Tier 4,343.6,8,8,45,61,39,Reject,2,Reject,2,Condition penalty -8; Age penalty -8; Price deviation penalty -45
L1476,L0372,synthetic,Anita Dongre,Lehenga,Silk,M,Used,3,9,3,0,active_current_cycle,0,29663,1717,Tier 5,18.2381,18,8,12,38,62,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -12
L1477,L0060,synthetic,FBB,Ethnic Wear,Cotton,L,New,1,2,1,0,active_current_cycle,0,818,295,Tier 1,490.0,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45
L1483,L0245,synthetic,Adidas,Jacket,Polyester,L,New,1,3,1,0,active_current_cycle,0,11771,707,Tier 4,35.7273,0,0,30,30,70,Review,1,Review,1,Price deviation penalty -30
L1484,L0116,synthetic,Under Armour,Activewear,Polyester,M,New,1,1,1,0,active_current_cycle,0,7626,2746,Tier 4,243.25,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45
L1485,L0154,synthetic,Manish Malhotra,Lehenga,Silk,M,Used,3,6,2,0,active_current_cycle,0,77687,10524,Tier 5,33.2152,18,4,20,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -20
L1487,L0202,synthetic,Zudio,Top,Cotton,M,Used,3,5,2,0,active_current_cycle,0,1264,456,Tier 2,660.0,18,4,45,67,33,Reject,2,Reject,2,Condition penalty -18; Age penalty -4; Price deviation penalty -45
L1489,L0108,synthetic,Armani,Jacket,Leather,S,Used,3,14,4,1,needs_reapproval_or_removal,0,47997,2001,Tier 5,31.0,18,16,20,54,46,Review,1,Review,1,Condition penalty -18; Age penalty -16; Price deviation penalty -20; Older listing: needs reapproval/removal
L1490,L0076,synthetic,House of Masaba,Saree,Silk,M,Used,3,8,3,0,active_current_cycle,0,12492,850,Tier 4,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8
L1496,L0093,synthetic,Prada,Dress,Silk,M,Like New,2,11,4,1,needs_reapproval_or_removal,0,72521,6129,Tier 5,0.0,8,12,0,20,80,Review,1,Review,1,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal
