listing_id,source_listing_id,data_source,brand,category,material,size,condition,age_months,original_price,tier_primary,base_min_pct,base_max_pct,cond_mult,age_mult,cat_mult,mat_mult,target_rule_min,target_rule_max,split_set
L1159,L0357,synthetic,Aurelia,Kurta,Cotton,L,New,2,3303,Tier 3,0.07,0.09,1,1,1,1,250,300,val
L1160,L0350,synthetic,Prada,Dress,Silk,S,Like New,8,29803,Tier 5,0.11,0.14,0.9,0.8,1.05,1.05,2600,3300,train
L1161,L0033,synthetic,Forever 21,Dress,Polyester,S,Like New,6,1535,Tier 2,0.06,0.07,0.9,0.9,1.05,1,80,90,train
L1162,L0336,synthetic,Pantaloons,Top,Cotton,M,Like New,8,4549,Tier 3,0.07,0.09,0.9,0.8,1,1,250,300,train
L1163,L0291,synthetic,Fabindia,Kurta,Linen,M,Like New,9,8526,Tier 4,0.09,0.11,0.9,0.8,1,1.03,550,700,train
L1164,L0148,synthetic,Meena Bazaar,Lehenga,Silk,S,New,2,12437,Tier 4,0.09,0.11,1,1,1.1,1.05,1300,1600,val
L1165,L0083,synthetic,Bewakoof,Top,Polyester,XS,Like New,5,709,Tier 1,0.05,0.06,0.9,0.9,1,1,30,30,train
L1166,L0226,synthetic,Mufti,Shirt,Cotton,M,Like New,9,5355,Tier 4,0.09,0.11,0.9,0.8,1,1,350,400,train
L1167,L0084,synthetic,Style Bazaar,Top,Polyester,XL,Used,6,300,Tier 1,0.05,0.06,0.7,0.9,1,1,10,10,train
L1168,L0164,synthetic,Global Desi,Saree,Silk,S,Used,9,2568,Tier 3,0.07,0.09,0.7,0.8,1.1,1.05,120,150,train
L1169,L0149,synthetic,Rangriti,Kurta,Cotton,XS,Like New,5,1082,Tier 1,0.05,0.06,0.9,0.9,1,1,40,50,test
L1170,L0375,synthetic,Burberry,Jacket,Cotton,L,New,3,27776,Tier 5,0.11,0.14,1,1,1.05,1,3200,4100,train
L1171,L0317,synthetic,Mango,Dress,Linen,XL,Like New,6,8501,Tier 4,0.09,0.11,0.9,0.9,1.05,1.03,650,800,val
L1172,L0143,synthetic,Prada,Dress,Silk,M,Used,6,75520,Tier 5,0.11,0.14,0.7,0.9,1.05,1.05,5800,7300,train
L1173,L0202,synthetic,Zudio,Top,Cotton,M,Used,5,1235,Tier 2,0.06,0.07,0.7,0.9,1,1,50,50,train
L1174,L0204,synthetic,Vishal Mega Mart,Jeans,Denim,S,Used,12,1379,Tier 2,0.06,0.07,0.7,0.7,0.95,1,40,40,train
L1175,L0180,synthetic,Louis Vuitton,Jacket,Leather,M,Like New,11,135548,Tier 5,0.11,0.14,0.9,0.7,1.05,1.05,10400,13200,train
L1176,L0213,synthetic,FBB,Top,Cotton,S,Used,4,2379,Tier 2,0.06,0.07,0.7,0.9,1,1,90,100,train
L1177,L0301,synthetic,Easybuy,Top,Cotton,S,New,3,1321,Tier 2,0.06,0.07,1,1,1,1,80,90,train
L1178,L0034,synthetic,Max Fashion,Jeans,Denim,XS,Like New,7,803,Tier 1,0.05,0.06,0.9,0.8,0.95,1,30,30,train
L1179,L0285,synthetic,Brand Factory,Jacket,Polyester,L,Used,5,3053,Tier 3,0.07,0.09,0.7,0.9,1.05,1,140,180,train
L1180,L0149,synthetic,Rangriti,Kurta,Cotton,M,Like New,1,950,Tier 1,0.05,0.06,0.9,1,1,1,40,50,test
L1181,L0238,synthetic,Nicobar,Kurta,Linen,L,Like New,6,7607,Tier 4,0.09,0.11,0.9,0.9,1,1.03,550,700,val
L1182,L0242,synthetic,American Eagle,Jeans,Denim,M,New,5,8140,Tier 4,0.09,0.11,1,0.9,0.95,1,650,750,train
L1183,L0035,synthetic,Highlander,Shirt,Cotton,M,New,3,1082,Tier 1,0.05,0.06,1,1,1,1,50,60,train
L1184,L0244,synthetic,Nike,Activewear,Polyester,L,Used,9,10353,Tier 4,0.09,0.11,0.7,0.8,0.95,1,500,600,train
L1185,L0164,synthetic,Global Desi,Saree,Silk,S,Like New,9,2267,Tier 2,0.06,0.07,0.9,0.8,1.1,1.05,110,130,train
L1186,L0326,synthetic,Zudio,Top,Cotton,S,New,3,1171,Tier 1,0.05,0.06,1,1,1,1,60,70,train
L1187,L0094,synthetic,Soch,Ethnic Wear,Silk,S,Used,6,1559,Tier 2,0.06,0.07,0.7,0.9,1.1,1.05,70,80,train
L1188,L0351,synthetic,Easybuy,Shirt,Cotton,S,Used,9,1368,Tier 2,0.06,0.07,0.7,0.8,1,1,50,50,train
L1189,L0007,synthetic,Zara,Dress,Linen,L,New,2,10108,Tier 4,0.09,0.11,1,1,1.05,1.03,1000,1200,val
L1190,L0053,synthetic,Zudio,Top,Cotton,S,Like New,4,446,Tier 1,0.05,0.06,0.9,0.9,1,1,20,20,train
L1191,L0270,synthetic,Manyavar,Ethnic Wear,Silk,XS,Used,8,8197,Tier 4,0.09,0.11,0.7,0.8,1.1,1.05,500,600,train
L1192,L0068,synthetic,Masaba,Dress,Silk,XL,Like New,4,11735,Tier 4,0.09,0.11,0.9,0.9,1.05,1.05,950,1200,val
L1193,L0306,synthetic,Soch,Saree,Silk,L,Like New,5,3348,Tier 3,0.07,0.09,0.9,0.9,1.1,1.05,200,300,train
L1194,L0158,synthetic,Fabindia,Ethnic Wear,Silk,XS,Used,7,2196,Tier 2,0.06,0.07,0.7,0.8,1.1,1.05,90,100,val
L1195,L0248,synthetic,Under Armour,Activewear,Polyester,L,Like New,9,9333,Tier 4,0.09,0.11,0.9,0.8,0.95,1,550,700,val
L1196,L0130,synthetic,Reliance Trends,Shirt,Cotton,L,Like New,3,587,Tier 1,0.05,0.06,0.9,1,1,1,30,30,train
L1197,L0106,synthetic,Nicobar,Dress,Linen,S,New,2,7798,Tier 4,0.09,0.11,1,1,1.05,1.03,750,950,train
L1198,L0297,synthetic,Anita Dongre,Lehenga,Silk,S,New,1,25089,Tier 5,0.11,0.14,1,1,1.1,1.05,3200,4100,val
L1199,L0367,synthetic,Zara,Dress,Linen,S,New,2,10836,Tier 4,0.09,0.11,1,1,1.05,1.03,1100,1300,val
L1200,L0051,synthetic,Prada,Dress,Silk,XS,Like New,10,84188,Tier 5,0.11,0.14,0.9,0.8,1.05,1.05,7400,9400,train
L1201,L0055,synthetic,Libas,Kurta,Silk,S,New,2,1996,Tier 2,0.06,0.07,1,1,1,1.05,130,150,train
L1202,L0254,synthetic,Anita Dongre,Lehenga,Silk,M,Like New,8,23649,Tier 5,0.11,0.14,0.9,0.8,1.1,1.05,2200,2800,train
L1203,L0060,synthetic,FBB,Ethnic Wear,Cotton,L,Used,5,668,Tier 1,0.05,0.06,0.7,0.9,1.1,1,20,30,train
L1204,L0149,synthetic,Rangriti,Kurta,Cotton,XL,New,1,1246,Tier 2,0.06,0.07,1,1,1,1,70,90,test
L1205,L0189,synthetic,W for Woman,Ethnic Wear,Cotton,S,Used,10,1022,Tier 1,0.05,0.06,0.7,0.8,1.1,1,30,40,test
L1206,L0203,synthetic,Easybuy,Shirt,Polyester,L,New,4,1664,Tier 2,0.06,0.07,1,0.9,1,1,90,100,train
L1207,L0102,synthetic,Style Bazaar,Top,Polyester,XL,Like New,10,300,Tier 1,0.05,0.06,0.9,0.8,1,1,10,10,train
L1208,L0372,synthetic,Anita Dongre,Lehenga,Silk,M,Like New,10,26965,Tier 5,0.11,0.14,0.9,0.8,1.1,1.05,2500,3100,train
L1209,L0330,synthetic,Style Bazaar,Top,Cotton,S,Like New,10,1419,Tier 2,0.06,0.07,0.9,0.8,1,1,60,70,train
L1210,L0233,synthetic,Meena Bazaar,Ethnic Wear,Silk,S,Used,10,9423,Tier 4,0.09,0.11,0.7,0.8,1.1,1.05,550,650,train
L1211,L0035,synthetic,Highlander,Shirt,Cotton,M,New,1,990,Tier 1,0.05,0.06,1,1,1,1,50,60,train
L1212,L0339,synthetic,Flying Machine,Jeans,Denim,M,Used,15,5029,Tier 4,0.09,0.11,0.7,0.7,0.95,1,200,250,test
L1213,L0252,synthetic,Superdry,Jacket,Polyester,M,Used,6,10622,Tier 4,0.09,0.11,0.7,0.9,1.05,1,650,750,train
L1214,L0252,synthetic,Superdry,Jacket,Polyester,M,Used,9,10572,Tier 4,0.09,0.11,0.7,0.8,1.05,1,550,700,train
L1215,L0201,synthetic,Killer,Jeans,Denim,L,New,8,1329,Tier 2,0.06,0.07,1,0.8,0.95,1,60,70,train
L1216,L0165,synthetic,Anouk,Saree,Silk,M,Like New,5,2285,Tier 2,0.06,0.07,0.9,0.9,1.1,1.05,130,150,train
L1217,L0014,synthetic,Fabindia,Kurta,Silk,M,Used,10,2651,Tier 3,0.07,0.09,0.7,0.8,1,1.05,110,140,train
L1218,L0211,synthetic,Reliance Trends,Shirt,Cotton,XL,Like New,5,2424,Tier 2,0.06,0.07,0.9,0.9,1,1,120,140,train
L1219,L0353,synthetic,Rangriti,Kurta,Cotton,L,New,2,1637,Tier 2,0.06,0.07,1,1,1,1,100,110,train
L1220,L0217,synthetic,Biba,Ethnic Wear,Silk,M,New,3,5340,Tier 4,0.09,0.11,1,1,1.1,1.05,550,700,val
L1221,L0200,synthetic,Mufti,Shirt,Linen,L,Used,8,2743,Tier 3,0.07,0.09,0.7,0.8,1,1.03,110,140,train
L1222,L0342,synthetic,Zara,Dress,Linen,S,Like New,8,10504,Tier 4,0.09,0.11,0.9,0.8,1.05,1.03,750,900,train
L1223,L0275,synthetic,Reliance Trends,Top,Cotton,S,Like New,8,2397,Tier 2,0.06,0.07,0.9,0.8,1,1,100,120,train
L1224,L0048,synthetic,Puma,Activewear,Polyester,M,Like New,9,2903,Tier 3,0.07,0.09,0.9,0.8,0.95,1,140,180,val
L1225,L0272,synthetic,Levi's,Jeans,Denim,M,New,1,7206,Tier 4,0.09,0.11,1,1,0.95,1,600,750,train
L1226,L0340,synthetic,Mufti,Shirt,Cotton,L,Like New,4,5024,Tier 4,0.09,0.11,0.9,0.9,1,1,350,450,train
L1227,L0322,synthetic,Tarun Tahiliani,Lehenga,Silk,M,Used,10,28414,Tier 5,0.11,0.14,0.7,0.8,1.1,1.05,2000,2600,train
L1228,L0327,synthetic,Easybuy,Jeans,Denim,M,Like New,10,1751,Tier 2,0.06,0.07,0.9,0.8,0.95,1,70,80,val
L1229,L0031,synthetic,Suta,Saree,Silk,M,New,1,2801,Tier 3,0.07,0.09,1,1,1.1,1.05,250,300,train
L1230,L0211,synthetic,Reliance Trends,Shirt,Cotton,XL,New,6,2787,Tier 3,0.07,0.09,1,0.9,1,1,180,250,train
L1231,L0083,synthetic,Bewakoof,Top,Polyester,XS,Like New,7,734,Tier 1,0.05,0.06,0.9,0.8,1,1,30,30,train
L1232,L0126,synthetic,Reliance Trends,Top,Cotton,S,Like New,7,1035,Tier 1,0.05,0.06,0.9,0.8,1,1,40,40,train
L1233,L0143,synthetic,Prada,Dress,Silk,M,Used,7,67300,Tier 5,0.11,0.14,0.7,0.8,1.05,1.05,4600,5800,train
L1234,L0043,synthetic,Manish Malhotra,Ethnic Wear,Silk,M,Used,8,89851,Tier 5,0.11,0.14,0.7,0.8,1.1,1.05,6400,8100,train
L1235,L0047,synthetic,Red Tape,Shirt,Linen,S,Used,7,782,Tier 1,0.05,0.06,0.7,0.8,1,1.03,20,30,val
L1236,L0062,synthetic,HRX,Activewear,Polyester,M,Used,7,2578,Tier 3,0.07,0.09,0.7,0.8,0.95,1,100,120,train
L1237,L0122,synthetic,Libas,Kurta,Cotton,M,Used,8,1157,Tier 1,0.05,0.06,0.7,0.8,1,1,30,40,train
L1238,L0121,synthetic,Roadster,Shirt,Cotton,M,New,2,997,Tier 1,0.05,0.06,1,1,1,1,50,60,train
L1239,L0131,synthetic,Fabindia,Kurta,Cotton,L,Used,8,3284,Tier 3,0.07,0.09,0.7,0.8,1,1,130,170,train
L1240,L0217,synthetic,Biba,Ethnic Wear,Silk,M,New,1,5587,Tier 4,0.09,0.11,1,1,1.1,1.05,600,700,val
L1241,L0158,synthetic,Fabindia,Ethnic Wear,Silk,XS,Used,10,2438,Tier 2,0.06,0.07,0.7,0.8,1.1,1.05,90,110,val
L1242,L0344,synthetic,Tommy Hilfiger,Shirt,Cotton,L,Like New,6,10315,Tier 4,0.09,0.11,0.9,0.9,1,1,750,900,train
L1243,L0122,synthetic,Libas,Kurta,Cotton,XL,Like New,2,1195,Tier 1,0.05,0.06,0.9,1,1,1,50,60,train
L1244,L0121,synthetic,Roadster,Shirt,Cotton,M,New,7,1382,Tier 2,0.06,0.07,1,0.8,1,1,70,80,train
L1245,L0141,synthetic,Highlander,Top,Cotton,XL,Like New,3,757,Tier 1,0.05,0.06,0.9,1,1,1,30,40,train
L1246,L0052,synthetic,Nalli,Saree,Silk,S,Like New,5,6954,Tier 4,0.09,0.11,0.9,0.9,1.1,1.05,600,700,train
L1247,L0015,synthetic,Prada,Dress,Silk,S,Used,7,99764,Tier 5,0.11,0.14,0.7,0.8,1.05,1.05,6800,8600,train
L1248,L0322,synthetic,Tarun Tahiliani,Lehenga,Silk,M,Like New,8,25833,Tier 5,0.11,0.14,0.9,0.8,1.1,1.05,2400,3000,train
L1249,L0352,synthetic,Vishal Mega Mart,Top,Polyester,S,Used,10,1734,Tier 2,0.06,0.07,0.7,0.8,1,1,60,70,train
L1250,L0352,synthetic,Vishal Mega Mart,Top,Polyester,S,Like New,10,1379,Tier 2,0.06,0.07,0.9,0.8,1,1,60,70,train
L1251,L0194,synthetic,Highlander,Shirt,Cotton,XS,New,2,811,Tier 1,0.05,0.06,1,1,1,1,40,50,train
L1252,L0237,synthetic,House of Masaba,Dress,Linen,M,Like New,8,8934,Tier 4,0.09,0.11,0.9,0.8,1.05,1.03,650,750,val
L1253,L0233,synthetic,Meena Bazaar,Ethnic Wear,Silk,XL,Like New,8,9348,Tier 4,0.09,0.11,0.9,0.8,1.1,1.05,700,850,train
L1254,L0137,synthetic,Forever 21,Dress,Polyester,S,New,3,1300,Tier 2,0.06,0.07,1,1,1.05,1,80,100,val
L1255,L0145,synthetic,Suta,Saree,Silk,M,New,1,2978,Tier 3,0.07,0.09,1,1,1.1,1.05,250,300,train
L1256,L0135,synthetic,Zara,Jacket,Denim,M,Used,9,4896,Tier 3,0.07,0.09,0.7,0.8,1.05,1,200,250,train
L1257,L0241,synthetic,GAP,Jeans,Denim,L,Like New,7,7701,Tier 4,0.09,0.11,0.9,0.8,0.95,1,450,600,train
L1258,L0363,synthetic,HRX,Activewear,Polyester,L,Like New,4,4981,Tier 3,0.07,0.09,0.9,0.9,0.95,1,250,350,train
L1259,L0121,synthetic,Roadster,Shirt,Cotton,M,New,3,1395,Tier 2,0.06,0.07,1,1,1,1,80,100,train
L1260,L0024,synthetic,Anouk,Saree,Silk,M,Used,5,1911,Tier 2,0.06,0.07,0.7,0.9,1.1,1.05,80,100,train
L1261,L0287,synthetic,Roadster,Jeans,Denim,M,Like New,8,4311,Tier 3,0.07,0.09,0.9,0.8,0.95,1,200,250,val
L1262,L0068,synthetic,Masaba,Dress,Silk,M,Used,7,11019,Tier 4,0.09,0.11,0.7,0.8,1.05,1.05,600,750,val
L1263,L0066,synthetic,Reebok,Activewear,Polyester,S,Like New,7,2732,Tier 3,0.07,0.09,0.9,0.8,0.95,1,130,170,train
L1264,L0136,synthetic,Uniqlo,Jacket,Polyester,M,Like New,6,1920,Tier 2,0.06,0.07,0.9,0.9,1.05,1,100,110,train
L1265,L0078,synthetic,Nicobar,Dress,Linen,S,Used,6,7989,Tier 4,0.09,0.11,0.7,0.9,1.05,1.03,500,600,val
L1266,L0118,synthetic,FBB,Kurta,Cotton,M,Used,10,1152,Tier 1,0.05,0.06,0.7,0.8,1,1,30,40,val
L1267,L0183,synthetic,Gucci,Jacket,Leather,XS,Like New,7,109245,Tier 5,0.11,0.14,0.9,0.8,1.05,1.05,9500,12100,train
L1268,L0140,synthetic,Prada,Dress,Silk,S,Used,9,89229,Tier 5,0.11,0.14,0.7,0.8,1.05,1.05,6100,7700,train
L1269,L0214,synthetic,Bewakoof,Activewear,Polyester,M,Like New,5,1589,Tier 2,0.06,0.07,0.9,0.9,0.95,1,70,90,train
L1270,L0349,synthetic,Gucci,Jacket,Leather,L,Like New,6,36188,Tier 5,0.11,0.14,0.9,0.9,1.05,1.05,3600,4500,test
L1271,L0079,synthetic,American Eagle,Jeans,Denim,XS,Used,9,8993,Tier 4,0.09,0.11,0.7,0.8,0.95,1,450,550,test
L1272,L0003,synthetic,Nike,Activewear,Polyester,L,Like New,1,4730,Tier 3,0.07,0.09,0.9,1,0.95,1,300,350,train
L1273,L0292,synthetic,Zara,Dress,Linen,S,Like New,6,9484,Tier 4,0.09,0.11,0.9,0.9,1.05,1.03,750,900,train
L1274,L0037,synthetic,Louis Vuitton,Shirt,Linen,XS,Like New,7,69631,Tier 5,0.11,0.14,0.9,0.8,1,1.03,5700,7200,val
L1275,L0046,synthetic,Calvin Klein,Jacket,Denim,M,Like New,8,8723,Tier 4,0.09,0.11,0.9,0.8,1.05,1,600,750,train
L1276,L0335,synthetic,Reliance Trends,Shirt,Cotton,L,Like New,6,2804,Tier 3,0.07,0.09,0.9,0.9,1,1,160,200,train
L1277,L0068,synthetic,Masaba,Dress,Silk,M,Like New,2,12221,Tier 4,0.09,0.11,0.9,1,1.05,1.05,1100,1300,val
L1278,L0289,synthetic,Flying Machine,Jeans,Denim,M,Like New,1,5442,Tier 4,0.09,0.11,0.9,1,0.95,1,400,500,test
L1279,L0048,synthetic,Puma,Activewear,Polyester,M,Used,7,3259,Tier 3,0.07,0.09,0.7,0.8,0.95,1,120,160,val
L1280,L0270,synthetic,Manyavar,Ethnic Wear,Silk,M,Like New,7,9058,Tier 4,0.09,0.11,0.9,0.8,1.1,1.05,700,850,train
L1281,L0245,synthetic,Adidas,Jacket,Polyester,L,Like New,3,10572,Tier 4,0.09,0.11,0.9,1,1.05,1,900,1100,train
L1282,L0152,synthetic,American Eagle,Jeans,Denim,L,Like New,6,4328,Tier 3,0.07,0.09,0.9,0.9,0.95,1,250,300,train
L1283,L0212,synthetic,Brand Factory,Jacket,Polyester,L,Like New,15,3971,Tier 3,0.07,0.09,0.9,0.7,1.05,1,180,250,train
L1284,L0258,synthetic,Anamika Khanna,Lehenga,Silk,M,Like New,15,24140,Tier 5,0.11,0.14,0.9,0.7,1.1,1.05,1900,2500,val
L1285,L0024,synthetic,Anouk,Saree,Silk,M,Like New,6,2110,Tier 2,0.06,0.07,0.9,0.9,1.1,1.05,120,140,train
L1286,L0136,synthetic,Uniqlo,Jacket,Polyester,M,Used,9,1847,Tier 2,0.06,0.07,0.7,0.8,1.05,1,70,80,train
L1287,L0133,synthetic,H&M,Dress,Cotton,L,Used,7,1277,Tier 2,0.06,0.07,0.7,0.8,1.05,1,50,50,train
L1288,L0336,synthetic,Pantaloons,Top,Cotton,M,Used,11,4537,Tier 3,0.07,0.09,0.7,0.7,1,1,160,200,train
L1289,L0316,synthetic,Fabindia,Kurta,Linen,S,Used,12,8711,Tier 4,0.09,0.11,0.7,0.7,1,1.03,400,500,train
L1290,L0098,synthetic,Rohit Bal,Ethnic Wear,Silk,L,Like New,3,46540,Tier 5,0.11,0.14,0.9,1,1.1,1.05,5300,6800,val
L1291,L0333,synthetic,Libas,Kurta,Cotton,S,Like New,9,3207,Tier 3,0.07,0.09,0.9,0.8,1,1,160,200,train
L1292,L0238,synthetic,Nicobar,Kurta,Linen,L,New,3,7399,Tier 4,0.09,0.11,1,1,1,1.03,700,850,val
L1293,L0228,synthetic,Fabindia,Kurta,Linen,XL,Like New,3,7785,Tier 4,0.09,0.11,0.9,1,1,1.03,650,800,val
L1294,L0201,synthetic,Killer,Jeans,Denim,L,Like New,4,1467,Tier 2,0.06,0.07,0.9,0.9,0.95,1,70,80,train
L1295,L0297,synthetic,Anita Dongre,Lehenga,Silk,S,New,4,20470,Tier 5,0.11,0.14,1,0.9,1.1,1.05,2300,3000,val
L1296,L0217,synthetic,Biba,Ethnic Wear,Silk,M,Like New,4,5605,Tier 4,0.09,0.11,0.9,0.9,1.1,1.05,450,600,val
L1297,L0224,synthetic,HRX,Activewear,Polyester,S,Like New,2,4868,Tier 3,0.07,0.09,0.9,1,0.95,1,300,350,train
L1298,L0351,synthetic,Easybuy,Shirt,Cotton,M,Like New,8,1540,Tier 2,0.06,0.07,0.9,0.8,1,1,70,80,train
L1299,L0200,synthetic,Mufti,Shirt,Linen,S,Used,14,3687,Tier 3,0.07,0.09,0.7,0.7,1,1.03,130,170,train
L1300,L0183,synthetic,Gucci,Jacket,Leather,M,Used,5,134580,Tier 5,0.11,0.14,0.7,0.9,1.05,1.05,10300,13100,train
L1301,L0173,synthetic,Armani,Ethnic Wear,Polyester,L,Like New,4,87697,Tier 5,0.11,0.14,0.9,0.9,1.1,1,8600,10900,train
L1302,L0024,synthetic,Anouk,Saree,Silk,M,Like New,5,1805,Tier 2,0.06,0.07,0.9,0.9,1.1,1.05,100,120,train
L1303,L0225,synthetic,Flying Machine,Jeans,Denim,L,Like New,3,4892,Tier 3,0.07,0.09,0.9,1,0.95,1,300,400,train
L1304,L0260,synthetic,Louis Vuitton,Jacket,Leather,M,Like New,7,29935,Tier 5,0.11,0.14,0.9,0.8,1.05,1.05,2600,3300,train
L1305,L0260,synthetic,Louis Vuitton,Jacket,Leather,M,Like New,8,33751,Tier 5,0.11,0.14,0.9,0.8,1.05,1.05,2900,3800,train
L1306,L0063,synthetic,Skechers,Activewear,Polyester,XL,Used,5,4261,Tier 3,0.07,0.09,0.7,0.9,0.95,1,180,250,train
L1307,L0088,synthetic,Suta,Saree,Linen,M,Used,6,3482,Tier 3,0.07,0.09,0.7,0.9,1.1,1.03,170,200,val
L1308,L0272,synthetic,Levi's,Jeans,Denim,M,New,1,7966,Tier 4,0.09,0.11,1,1,0.95,1,700,850,train
L1309,L0265,synthetic,Balenciaga,Jacket,Leather,S,New,3,33726,Tier 5,0.11,0.14,1,1,1.05,1.05,4100,5200,train
L1310,L0085,synthetic,Rangriti,Kurta,Cotton,M,Used,4,790,Tier 1,0.05,0.06,0.7,0.9,1,1,20,30,train
L1311,L0366,synthetic,Fabindia,Kurta,Linen,XS,Like New,5,10072,Tier 4,0.09,0.11,0.9,0.9,1,1.03,750,900,train
L1312,L0161,synthetic,Aurelia,Kurta,Cotton,L,Used,12,1063,Tier 1,0.05,0.06,0.7,0.7,1,1,30,30,train
L1313,L0229,synthetic,Jaypore,Saree,Silk,S,Used,14,9422,Tier 4,0.09,0.11,0.7,0.7,1.1,1.05,500,600,test
L1314,L0155,synthetic,Uniqlo,Jacket,Denim,XS,Like New,7,1655,Tier 2,0.06,0.07,0.9,0.8,1.05,1,80,90,train
L1315,L0277,synthetic,Vishal Mega Mart,Top,Polyester,S,Used,4,1151,Tier 1,0.05,0.06,0.7,0.9,1,1,40,40,val
L1316,L0012,synthetic,Manyavar,Ethnic Wear,Silk,XL,Used,6,5223,Tier 4,0.09,0.11,0.7,0.9,1.1,1.05,350,400,train
L1317,L0259,synthetic,Gucci,Jacket,Leather,L,Like New,1,28504,Tier 5,0.11,0.14,0.9,1,1.05,1.05,3100,4000,test
L1318,L0294,synthetic,Nike,Activewear,Polyester,M,Like New,4,9437,Tier 4,0.09,0.11,0.9,0.9,0.95,1,650,800,train
L1319,L0146,synthetic,Nalli,Saree,Silk,M,Used,7,7430,Tier 4,0.09,0.11,0.7,0.8,1.1,1.05,450,550,train
L1320,L0265,synthetic,Balenciaga,Jacket,Leather,L,Used,9,31083,Tier 5,0.11,0.14,0.7,0.8,1.05,1.05,2100,2700,train
L1321,L0211,synthetic,Reliance Trends,Shirt,Cotton,XL,New,1,2328,Tier 2,0.06,0.07,1,1,1,1,140,160,train
L1322,L0190,synthetic,Global Desi,Saree,Silk,M,Used,7,1546,Tier 2,0.06,0.07,0.7,0.8,1.1,1.05,60,70,train
L1323,L0326,synthetic,Zudio,Top,Cotton,L,Used,6,1401,Tier 2,0.06,0.07,0.7,0.9,1,1,50,60,train
L1324,L0074,synthetic,Reliance Trends,Top,Cotton,S,Used,7,691,Tier 1,0.05,0.06,0.7,0.8,1,1,20,20,train
L1325,L0234,synthetic,AND,Dress,Linen,M,Like New,6,7423,Tier 4,0.09,0.11,0.9,0.9,1.05,1.03,600,700,train
L1326,L0057,synthetic,Moda Rapido,Dress,Denim,S,New,3,954,Tier 1,0.05,0.06,1,1,1.05,1,50,60,val
L1327,L0192,synthetic,Tarun Tahiliani,Saree,Silk,S,Like New,7,64299,Tier 5,0.11,0.14,0.9,0.8,1.1,1.05,5900,7500,train
L1328,L0157,synthetic,Manyavar,Ethnic Wear,Silk,M,Like New,1,5565,Tier 4,0.09,0.11,0.9,1,1.1,1.05,500,650,val
L1329,L0035,synthetic,Highlander,Shirt,Cotton,XL,Used,4,1082,Tier 1,0.05,0.06,0.7,0.9,1,1,30,40,train
L1330,L0244,synthetic,Nike,Activewear,Polyester,XS,Used,8,10163,Tier 4,0.09,0.11,0.7,0.8,0.95,1,500,600,train
L1331,L0077,synthetic,AND,Dress,Cotton,S,Like New,3,5412,Tier 4,0.09,0.11,0.9,1,1.05,1,450,550,val
L1332,L0174,synthetic,Versace,Dress,Silk,M,Like New,8,118657,Tier 5,0.11,0.14,0.9,0.8,1.05,1.05,10400,13200,train
L1333,L0293,synthetic,GAP,Jeans,Denim,L,Like New,12,8458,Tier 4,0.09,0.11,0.9,0.7,0.95,1,450,550,train
L1334,L0044,synthetic,Aurelia,Kurta,Cotton,S,Used,10,1178,Tier 1,0.05,0.06,0.7,0.8,1,1,30,40,train
L1335,L0258,synthetic,Anamika Khanna,Lehenga,Silk,L,Used,15,24142,Tier 5,0.11,0.14,0.7,0.7,1.1,1.05,1500,1900,val
L1336,L0094,synthetic,Soch,Ethnic Wear,Silk,S,New,2,1774,Tier 2,0.06,0.07,1,1,1.1,1.05,120,140,train
L1337,L0167,synthetic,Flying Machine,Jeans,Denim,L,Like New,7,1479,Tier 2,0.06,0.07,0.9,0.8,0.95,1,60,70,val
L1338,L0166,synthetic,Indya,Jacket,Denim,M,Like New,13,1301,Tier 2,0.06,0.07,0.9,0.7,1.05,1,50,60,train
L1339,L0253,synthetic,Raw Mango,Saree,Silk,L,Like New,4,16399,Tier 5,0.11,0.14,0.9,0.9,1.1,1.05,1700,2100,train
L1340,L0284,synthetic,Reliance Trends,Shirt,Cotton,M,Like New,5,2787,Tier 3,0.07,0.09,0.9,0.9,1,1,160,200,train
L1341,L0301,synthetic,Easybuy,Top,Cotton,S,Like New,3,1401,Tier 2,0.06,0.07,0.9,1,1,1,80,90,train
L1342,L0209,synthetic,Libas,Dress,Linen,S,Used,14,2764,Tier 3,0.07,0.09,0.7,0.7,1.05,1.03,100,130,test
L1343,L0126,synthetic,Reliance Trends,Top,Cotton,S,Like New,7,861,Tier 1,0.05,0.06,0.9,0.8,1,1,30,40,train
L1344,L0238,synthetic,Nicobar,Kurta,Linen,XS,Like New,2,7402,Tier 4,0.09,0.11,0.9,1,1,1.03,600,750,val
L1345,L0140,synthetic,Prada,Dress,Silk,S,Like New,10,98881,Tier 5,0.11,0.14,0.9,0.8,1.05,1.05,8600,11000,train
L1346,L0145,synthetic,Suta,Saree,Silk,M,Used,4,2623,Tier 3,0.07,0.09,0.7,0.9,1.1,1.05,130,170,train
L1347,L0063,synthetic,Skechers,Activewear,Polyester,XS,Like New,4,4618,Tier 3,0.07,0.09,0.9,0.9,0.95,1,250,300,train
L1348,L0176,synthetic,Being Human,Top,Linen,S,Like New,12,936,Tier 1,0.05,0.06,0.9,0.7,1,1.03,30,40,train
L1349,L0236,synthetic,Masaba,Dress,Cotton,S,Used,7,8703,Tier 4,0.09,0.11,0.7,0.8,1.05,1,450,550,train
L1350,L0003,synthetic,Nike,Activewear,Polyester,M,New,3,4374,Tier 3,0.07,0.09,1,1,0.95,1,300,350,train
